calendar.date,census,replicate,microsite,sampling.method,pan.colour,order,family,total.abundance
25/04/2013,2,6,Open,Pan,Blue,Hymenoptera,Megachilidae,1
25/04/2013,2,6,Shrub,Pan,Blue,Diptera,Anthomyiidae,1
25/04/2013,2,6,Shrub,Pan,Blue,Diptera,Tachinidae,1
25/04/2013,2,6,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
25/04/2013,2,6,Shrub,Pan,Blue,Hymenoptera,Halictidae,2
25/04/2013,2,6,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
25/04/2013,2,7,Open,Pan,White,Diptera,Bombyliidae,1
25/04/2013,2,7,Open,Pan,White,Diptera,Tachinidae,1
25/04/2013,2,7,Open,Pan,White,Hemiptera,Cicadellidae,1
25/04/2013,2,7,Open,Pan,White,Hemiptera,Rhopalidae,1
25/04/2013,2,7,Open,Pan,White,Hymenoptera,Andrenidae,2
25/04/2013,2,7,Open,Pan,White,Hymenoptera,Chrysididae,1
25/04/2013,2,7,Open,Pan,White,Hymenoptera,Formicidae,5
25/04/2013,2,7,Shrub,Pan,White,Hemiptera,Rhopalidae,1
25/04/2013,2,7,Shrub,Pan,White,Hymenoptera,Crabronidae,2
25/04/2013,2,7,Shrub,Pan,White,Hymenoptera,Formicidae,3
25/04/2013,2,8,Open,Pan,Yellow,Hemiptera,Geocoridae,1
25/04/2013,2,8,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
25/04/2013,2,8,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
25/04/2013,2,8,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,8,Shrub,Pan,Yellow,Diptera,Tachinidae,1
25/04/2013,2,8,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,8,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
25/04/2013,2,9,Open,Pan,Blue,Diptera,Muscidae,2
25/04/2013,2,9,Open,Pan,Blue,Hemiptera,Cicadellidae,1
25/04/2013,2,9,Open,Pan,Blue,Hymenoptera,Chalcididae,2
25/04/2013,2,9,Open,Pan,Blue,Hymenoptera,Crabronidae,1
25/04/2013,2,9,Open,Pan,Blue,Hymenoptera,Formicidae,1
25/04/2013,2,9,Shrub,Pan,Blue,Diptera,Muscidae,1
25/04/2013,2,9,Shrub,Pan,Blue,Diptera,Tachinidae,1
25/04/2013,2,9,Shrub,Pan,Blue,Hymenoptera,Chalcididae,1
25/04/2013,2,9,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
25/04/2013,2,10,Open,Pan,White,Diptera,Muscidae,1
25/04/2013,2,10,Open,Pan,White,Hemiptera,Cicadellidae,1
25/04/2013,2,10,Open,Pan,White,Hymenoptera,Crabronidae,1
25/04/2013,2,10,Shrub,Pan,White,Diptera,Muscidae,1
25/04/2013,2,10,Shrub,Pan,White,Diptera,Tachinidae,1
25/04/2013,2,10,Shrub,Pan,White,Hymenoptera,Andrenidae,2
25/04/2013,2,10,Shrub,Pan,White,Hymenoptera,Crabronidae,4
25/04/2013,2,10,Shrub,Pan,White,Hymenoptera,Formicidae,1
25/04/2013,2,10,Shrub,Pan,White,Hymenoptera,Pompilidae,1
25/04/2013,2,11,Open,Pan,Yellow,Diptera,Sarcophagidae,1
25/04/2013,2,11,Open,Pan,Yellow,Diptera,Tachinidae,2
25/04/2013,2,11,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
25/04/2013,2,11,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
25/04/2013,2,11,Shrub,Pan,Yellow,Diptera,Tachinidae,3
25/04/2013,2,11,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,11,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
25/04/2013,2,12,Open,Pan,Blue,Diptera,Sarcophagidae,1
25/04/2013,2,12,Open,Pan,Blue,Diptera,Tachinidae,1
25/04/2013,2,12,Open,Pan,Blue,Hemiptera,Rhopalidae,1
25/04/2013,2,12,Open,Pan,Blue,Hymenoptera,Crabronidae,3
25/04/2013,2,12,Shrub,Pan,Blue,Diptera,Tachinidae,1
25/04/2013,2,12,Shrub,Pan,Blue,Hemiptera,Miridae,1
25/04/2013,2,12,Shrub,Pan,Blue,Hemiptera,Rhopalidae,1
25/04/2013,2,12,Shrub,Pan,Blue,Hymenoptera,Formicidae,4
25/04/2013,2,13,Open,Pan,White,Diptera,Bombyliidae,1
25/04/2013,2,13,Open,Pan,White,Diptera,Mydidae,1
25/04/2013,2,13,Shrub,Pan,White,Coleoptera,Meloidae,1
25/04/2013,2,13,Shrub,Pan,White,Diptera,Sarcophagidae,2
25/04/2013,2,13,Shrub,Pan,White,Diptera,Tachinidae,4
25/04/2013,2,13,Shrub,Pan,White,Hymenoptera,Crabronidae,1
25/04/2013,2,13,Shrub,Pan,White,Hymenoptera,Formicidae,3
25/04/2013,2,13,Shrub,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,13,Shrub,Pan,White,Hymenoptera,Pompilidae,1
25/04/2013,2,14,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,14,Open,Pan,Yellow,Hymenoptera,Formicidae,1
25/04/2013,2,14,Open,Pan,Yellow,Hymenoptera,Halictidae,1
25/04/2013,2,14,Shrub,Pan,Yellow,Diptera,Muscidae,1
25/04/2013,2,14,Shrub,Pan,Yellow,Diptera,Tachinidae,1
25/04/2013,2,14,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,1
25/04/2013,2,14,Shrub,Pan,Yellow,Hymenoptera,Chalcididae,1
25/04/2013,2,14,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
25/04/2013,2,14,Shrub,Pan,Yellow,Hymenoptera,Formicidae,2
25/04/2013,2,15,Open,Pan,Blue,Diptera,Tachinidae,2
25/04/2013,2,15,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
25/04/2013,2,15,Shrub,Pan,Blue,Hymenoptera,Formicidae,4
25/04/2013,2,16,Open,Pan,White,Coleoptera,melyridae,1
25/04/2013,2,16,Open,Pan,White,Diptera,Bombyliidae,2
25/04/2013,2,16,Open,Pan,White,Diptera,Chloropidae,1
25/04/2013,2,16,Open,Pan,White,Diptera,Tachinidae,1
25/04/2013,2,16,Open,Pan,White,Hymenoptera,Crabronidae,2
25/04/2013,2,16,Shrub,Pan,White,Hymenoptera,Crabronidae,2
25/04/2013,2,16,Shrub,Pan,White,Hymenoptera,Formicidae,1
25/04/2013,2,16,Shrub,Pan,White,Hymenoptera,Halictidae,2
25/04/2013,2,17,Open,Pan,Yellow,Diptera,Apioceridae,1
25/04/2013,2,17,Open,Pan,Yellow,Diptera,Tachinidae,1
25/04/2013,2,17,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,17,Open,Pan,Yellow,Hymenoptera,Sphecidae,1
25/04/2013,2,17,Shrub,Pan,Yellow,Diptera,Tachinidae,2
25/04/2013,2,17,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,17,Shrub,Pan,Yellow,Hymenoptera,Formicidae,1
25/04/2013,2,18,Open,Pan,Blue,Coleoptera,melyridae,1
25/04/2013,2,18,Open,Pan,Blue,Hymenoptera,Formicidae,1
25/04/2013,2,18,Open,Pan,Blue,Hymenoptera,Halictidae,1
25/04/2013,2,18,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
25/04/2013,2,18,Shrub,Pan,Blue,Hymenoptera,Formicidae,1
25/04/2013,2,18,Shrub,Pan,Blue,Hymenoptera,Halictidae,2
25/04/2013,2,19,Open,Pan,White,Coleoptera,melyridae,4
25/04/2013,2,19,Open,Pan,White,Hymenoptera,Crabronidae,1
25/04/2013,2,19,Open,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,19,Open,Pan,White,Hymenoptera,Sphecidae,1
25/04/2013,2,19,Shrub,Pan,White,Hymenoptera,Halictidae,2
25/04/2013,2,19,Shrub,Pan,White,Hymenoptera,Pompilidae,2
25/04/2013,2,20,Open,Pan,Yellow,Coleoptera,melyridae,2
25/04/2013,2,20,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
25/04/2013,2,20,Open,Pan,Yellow,Hymenoptera,Crabronidae,3
25/04/2013,2,20,Open,Pan,Yellow,Hymenoptera,Formicidae,1
25/04/2013,2,20,Open,Pan,Yellow,Hymenoptera,Pompilidae,2
25/04/2013,2,20,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
25/04/2013,2,20,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,4
25/04/2013,2,21,Shrub,Pan,Blue,Diptera,Bombyliidae,1
25/04/2013,2,21,Shrub,Pan,Blue,Diptera,Muscidae,1
25/04/2013,2,21,Shrub,Pan,Blue,Hemiptera,Rhopalidae,2
25/04/2013,2,21,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
25/04/2013,2,21,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
25/04/2013,2,21,Open,Pan,Blue,,,0
25/04/2013,2,22,Open,Pan,White,Coleoptera,melyridae,5
25/04/2013,2,22,Open,Pan,White,Diptera,Bombyliidae,2
25/04/2013,2,22,Shrub,Pan,White,Coleoptera,Meloidae,1
25/04/2013,2,22,Shrub,Pan,White,Diptera,Apioceridae,1
25/04/2013,2,22,Shrub,Pan,White,Diptera,Tachinidae,1
25/04/2013,2,22,Shrub,Pan,White,Hymenoptera,Crabronidae,5
25/04/2013,2,22,Shrub,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,22,Shrub,Pan,White,Hymenoptera,Pompilidae,2
25/04/2013,2,23,Open,Pan,Yellow,Coleoptera,Cerambycidae,1
25/04/2013,2,23,Open,Pan,Yellow,Coleoptera,Meloidae,3
25/04/2013,2,23,Open,Pan,Yellow,Diptera,Tachinidae,3
25/04/2013,2,23,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,23,Open,Pan,Yellow,Hymenoptera,Halictidae,1
25/04/2013,2,23,Shrub,Pan,Yellow,Diptera,Sarcophagidae,1
25/04/2013,2,23,Shrub,Pan,Yellow,Diptera,Tachinidae,2
25/04/2013,2,23,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,23,Shrub,Pan,Yellow,Hymenoptera,Halictidae,1
25/04/2013,2,24,Open,Pan,Blue,Coleoptera,Meloidae,6
25/04/2013,2,24,Open,Pan,Blue,Coleoptera,melyridae,1
25/04/2013,2,24,Open,Pan,Blue,Diptera,Mydidae,1
25/04/2013,2,24,Open,Pan,Blue,Diptera,Tachinidae,1
25/04/2013,2,24,Open,Pan,Blue,Hymenoptera,Bethylidae,1
25/04/2013,2,24,Open,Pan,Blue,Hymenoptera,Crabronidae,1
25/04/2013,2,24,Open,Pan,Blue,Hymenoptera,Formicidae,1
25/04/2013,2,24,Shrub,Pan,Blue,Diptera,Sarcophagidae,1
25/04/2013,2,24,Shrub,Pan,Blue,Diptera,Tachinidae,1
25/04/2013,2,24,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
25/04/2013,2,24,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
25/04/2013,2,24,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
25/04/2013,2,25,Open,Pan,White,Coleoptera,melyridae,1
25/04/2013,2,25,Open,Pan,White,Diptera,Bombyliidae,1
25/04/2013,2,25,Open,Pan,White,Hemiptera,Geocoridae,1
25/04/2013,2,25,Open,Pan,White,Hymenoptera,Chrysididae,1
25/04/2013,2,25,Open,Pan,White,Hymenoptera,Crabronidae,2
25/04/2013,2,25,Open,Pan,White,Hymenoptera,Formicidae,1
25/04/2013,2,25,Open,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,25,Open,Pan,White,Hymenoptera,Pompilidae,1
25/04/2013,2,25,Shrub,Pan,White,Coleoptera,Meloidae,3
25/04/2013,2,25,Shrub,Pan,White,Diptera,Tachinidae,1
25/04/2013,2,25,Shrub,Pan,White,Hemiptera,Cicadellidae,1
25/04/2013,2,25,Shrub,Pan,White,Hymenoptera,Andrenidae,1
25/04/2013,2,25,Shrub,Pan,White,Hymenoptera,Crabronidae,3
25/04/2013,2,25,Shrub,Pan,White,Hymenoptera,Formicidae,30
25/04/2013,2,25,Shrub,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,25,Shrub,Pan,White,Hymenoptera,Megachilidae,1
25/04/2013,2,26,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
25/04/2013,2,26,Open,Pan,Yellow,Hymenoptera,Chrysididae,1
25/04/2013,2,26,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,26,Open,Pan,Yellow,Hymenoptera,Halictidae,3
25/04/2013,2,26,Shrub,Pan,Yellow,Coleoptera,Meloidae,1
25/04/2013,2,26,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,1
25/04/2013,2,26,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,2
25/04/2013,2,26,Shrub,Pan,Yellow,Hymenoptera,Formicidae,1
25/04/2013,2,27,Open,Pan,Blue,Coleoptera,Meloidae,3
25/04/2013,2,27,Open,Pan,Blue,Coleoptera,melyridae,1
25/04/2013,2,27,Open,Pan,Blue,Diptera,Muscidae,1
25/04/2013,2,27,Open,Pan,Blue,Hymenoptera,Andrenidae,1
25/04/2013,2,27,Open,Pan,Blue,Hymenoptera,Crabronidae,2
25/04/2013,2,27,Open,Pan,Blue,Hymenoptera,Formicidae,1
25/04/2013,2,27,Open,Pan,Blue,Hymenoptera,Halictidae,1
25/04/2013,2,27,Open,Pan,Blue,Hymenoptera,Megachilidae,3
25/04/2013,2,27,Shrub,Pan,Blue,Coleoptera,Meloidae,1
25/04/2013,2,27,Shrub,Pan,Blue,Diptera,Tachinidae,2
25/04/2013,2,27,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
25/04/2013,2,27,Shrub,Pan,Blue,Hymenoptera,Halictidae,2
25/04/2013,2,27,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
25/04/2013,2,28,Open,Pan,White,Coleoptera,melyridae,3
25/04/2013,2,28,Open,Pan,White,Hemiptera,Geocoridae,1
25/04/2013,2,28,Open,Pan,White,Hemiptera,Miridae,1
25/04/2013,2,28,Open,Pan,White,Hemiptera,Rhopalidae,2
25/04/2013,2,28,Open,Pan,White,Hymenoptera,Formicidae,1
25/04/2013,2,28,Open,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,28,Shrub,Pan,White,Coleoptera,Meloidae,1
25/04/2013,2,28,Shrub,Pan,White,Coleoptera,melyridae,1
25/04/2013,2,28,Shrub,Pan,White,Hemiptera,Cicadellidae,1
25/04/2013,2,28,Shrub,Pan,White,Hymenoptera,Bethylidae,1
25/04/2013,2,28,Shrub,Pan,White,Hymenoptera,Formicidae,3
25/04/2013,2,28,Shrub,Pan,White,Hymenoptera,Halictidae,1
25/04/2013,2,28,Shrub,Pan,White,Hymenoptera,Pompilidae,3
25/04/2013,2,29,Open,Pan,Yellow,Coleoptera,Meloidae,7
25/04/2013,2,29,Open,Pan,Yellow,Diptera,Tachinidae,1
25/04/2013,2,29,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
25/04/2013,2,29,Shrub,Pan,Yellow,Coleoptera,Meloidae,11
25/04/2013,2,29,Shrub,Pan,Yellow,Diptera,Tachinidae,4
25/04/2013,2,29,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
25/04/2013,2,29,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
25/04/2013,2,29,Shrub,Pan,Yellow,Hymenoptera,Megachilidae,1
25/04/2013,2,30,Open,Pan,Blue,Coleoptera,Meloidae,13
25/04/2013,2,30,Open,Pan,Blue,Coleoptera,melyridae,2
25/04/2013,2,30,Open,Pan,Blue,Diptera,Bombyliidae,1
25/04/2013,2,30,Open,Pan,Blue,Diptera,Tachinidae,3
25/04/2013,2,30,Open,Pan,Blue,Hymenoptera,Halictidae,1
25/04/2013,2,30,Shrub,Pan,Blue,Coleoptera,Meloidae,3
25/04/2013,2,30,Shrub,Pan,Blue,Coleoptera,melyridae,2
25/04/2013,2,30,Shrub,Pan,Blue,Diptera,Tachinidae,2
25/04/2013,2,30,Shrub,Pan,Blue,Hemiptera,Rhopalidae,1
25/04/2013,2,30,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
25/04/2013,2,30,Shrub,Pan,Blue,Hymenoptera,Megachilidae,1
26/04/2013,3,1,Open,Pan,Blue,Coleoptera,Meloidae,1
26/04/2013,3,1,Open,Pan,Blue,Diptera,Anthomyiidae,1
26/04/2013,3,1,Open,Pan,Blue,Diptera,Sarcophagidae,5
26/04/2013,3,1,Open,Pan,Blue,Diptera,Tachinidae,9
26/04/2013,3,1,Open,Pan,Blue,Hymenoptera,Chalcididae,1
26/04/2013,3,1,Open,Pan,Blue,Hymenoptera,Crabronidae,1
26/04/2013,3,1,Open,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,1,Shrub,Pan,Blue,Coleoptera,Meloidae,3
26/04/2013,3,1,Shrub,Pan,Blue,Diptera,Muscidae,4
26/04/2013,3,1,Shrub,Pan,Blue,Diptera,Tachinidae,20
26/04/2013,3,1,Shrub,Pan,Blue,Hymenoptera,Chalcididae,1
26/04/2013,3,2,Open,Pan,Yellow,Coleoptera,Meloidae,2
26/04/2013,3,2,Open,Pan,Yellow,Coleoptera,melyridae,2
26/04/2013,3,2,Open,Pan,Yellow,Diptera,Muscidae,1
26/04/2013,3,2,Open,Pan,Yellow,Diptera,Sarcophagidae,2
26/04/2013,3,2,Open,Pan,Yellow,Diptera,Tachinidae,4
26/04/2013,3,2,Open,Pan,Yellow,Hemiptera,Rhopalidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Diptera,Chloropidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Diptera,Tachinidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Diptera,Tephritidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Hymenoptera,Formicidae,2
26/04/2013,3,2,Shrub,Pan,Yellow,Hymenoptera,Halictidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Hymenoptera,mutillidae,1
26/04/2013,3,2,Shrub,Pan,Yellow,Hymenoptera,Pompilidae,1
26/04/2013,3,3,Open,Pan,White,Coleoptera,Meloidae,1
26/04/2013,3,3,Open,Pan,White,Coleoptera,melyridae,4
26/04/2013,3,3,Open,Pan,White,Diptera,Chloropidae,3
26/04/2013,3,3,Open,Pan,White,Diptera,Muscidae,1
26/04/2013,3,3,Open,Pan,White,Diptera,Sarcophagidae,1
26/04/2013,3,3,Open,Pan,White,Hymenoptera,Crabronidae,1
26/04/2013,3,3,Open,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,3,Shrub,Pan,White,Coleoptera,Meloidae,2
26/04/2013,3,3,Shrub,Pan,White,Coleoptera,melyridae,1
26/04/2013,3,3,Shrub,Pan,White,Diptera,Bombyliidae,1
26/04/2013,3,3,Shrub,Pan,White,Diptera,Sarcophagidae,1
26/04/2013,3,3,Shrub,Pan,White,Diptera,Tachinidae,3
26/04/2013,3,3,Shrub,Pan,White,Hymenoptera,Formicidae,1
26/04/2013,3,3,Shrub,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,3,Shrub,Pan,White,Hymenoptera,Pompilidae,1
26/04/2013,3,4,Open,Pan,Blue,Coleoptera,melyridae,2
26/04/2013,3,4,Open,Pan,Blue,Diptera,Muscidae,1
26/04/2013,3,4,Open,Pan,Blue,Diptera,Tachinidae,1
26/04/2013,3,4,Open,Pan,Blue,Hymenoptera,Chalcididae,2
26/04/2013,3,4,Open,Pan,Blue,Hymenoptera,Crabronidae,1
26/04/2013,3,4,Shrub,Pan,Blue,Coleoptera,Meloidae,12
26/04/2013,3,4,Shrub,Pan,Blue,Diptera,Muscidae,2
26/04/2013,3,4,Shrub,Pan,Blue,Diptera,Tachinidae,7
26/04/2013,3,4,Shrub,Pan,Blue,Hymenoptera,Apidae,1
26/04/2013,3,4,Shrub,Pan,Blue,Hymenoptera,Crabronidae,1
26/04/2013,3,4,Shrub,Pan,Blue,Hymenoptera,Formicidae,2
26/04/2013,3,4,Shrub,Pan,Blue,Hymenoptera,Sphecidae,2
26/04/2013,3,5,Open,Pan,Yellow,Diptera,Tachinidae,2
26/04/2013,3,5,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
26/04/2013,3,5,Shrub,Pan,Yellow,Coleoptera,Mordellidae,1
26/04/2013,3,5,Shrub,Pan,Yellow,Hymenoptera,Chrysididae,1
26/04/2013,3,5,Shrub,Pan,Yellow,Hymenoptera,Formicidae,1
26/04/2013,3,6,Open,Pan,White,Coleoptera,melyridae,2
26/04/2013,3,6,Open,Pan,White,Diptera,Bombyliidae,1
26/04/2013,3,6,Open,Pan,White,Diptera,Chloropidae,1
26/04/2013,3,6,Open,Pan,White,Diptera,Sarcophagidae,1
26/04/2013,3,6,Open,Pan,White,Diptera,Tachinidae,6
26/04/2013,3,6,Open,Pan,White,Hymenoptera,Andrenidae,1
26/04/2013,3,6,Open,Pan,White,Hymenoptera,Crabronidae,2
26/04/2013,3,6,Open,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,6,Open,Pan,White,Hymenoptera,Megachilidae,3
26/04/2013,3,6,Open,Pan,White,Hymenoptera,Pompilidae,1
26/04/2013,3,6,Shrub,Pan,White,Diptera,Muscidae,2
26/04/2013,3,6,Shrub,Pan,White,Diptera,Tachinidae,3
26/04/2013,3,6,Shrub,Pan,White,Hymenoptera,Andrenidae,1
26/04/2013,3,6,Shrub,Pan,White,Hymenoptera,Chrysididae,1
26/04/2013,3,6,Shrub,Pan,White,Hymenoptera,Crabronidae,4
26/04/2013,3,6,Shrub,Pan,White,Hymenoptera,Formicidae,7
26/04/2013,3,6,Shrub,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,6,Shrub,Pan,White,Hymenoptera,Melittidae,1
26/04/2013,3,7,Open,Pan,Blue,Coleoptera,Geocoridae,1
26/04/2013,3,7,Open,Pan,Blue,Coleoptera,melyridae,1
26/04/2013,3,7,Open,Pan,Blue,Coleoptera,Mordellidae,1
26/04/2013,3,7,Open,Pan,Blue,Diptera,Chloropidae,1
26/04/2013,3,7,Open,Pan,Blue,Diptera,Sarcophagidae,1
26/04/2013,3,7,Open,Pan,Blue,Hymenoptera,Andrenidae,1
26/04/2013,3,7,Open,Pan,Blue,Hymenoptera,Formicidae,1
26/04/2013,3,7,Open,Pan,Blue,Hymenoptera,Megachilidae,1
26/04/2013,3,7,Shrub,Pan,Blue,Coleoptera,Meloidae,1
26/04/2013,3,7,Shrub,Pan,Blue,Diptera,Muscidae,1
26/04/2013,3,7,Shrub,Pan,Blue,Diptera,Sarcophagidae,1
26/04/2013,3,7,Shrub,Pan,Blue,Diptera,Tachinidae,6
26/04/2013,3,7,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
26/04/2013,3,7,Shrub,Pan,Blue,Hymenoptera,Formicidae,9
26/04/2013,3,8,Open,Pan,Yellow,Diptera,Tachinidae,2
26/04/2013,3,8,Open,Pan,Yellow,Hymenoptera,Crabronidae,2
26/04/2013,3,8,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,8,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,2
26/04/2013,3,9,Open,Pan,White,Coleoptera,melyridae,2
26/04/2013,3,9,Open,Pan,White,Hymenoptera,Andrenidae,2
26/04/2013,3,9,Open,Pan,White,Hymenoptera,Chrysididae,1
26/04/2013,3,9,Open,Pan,White,Hymenoptera,Crabronidae,2
26/04/2013,3,9,Open,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,9,Shrub,Pan,White,Diptera,Bombyliidae,1
26/04/2013,3,9,Shrub,Pan,White,Diptera,Tachinidae,2
26/04/2013,3,9,Shrub,Pan,White,Hymenoptera,Crabronidae,2
26/04/2013,3,9,Shrub,Pan,White,Hymenoptera,Formicidae,3
26/04/2013,3,9,Shrub,Pan,White,Hymenoptera,Halictidae,1
26/04/2013,3,9,Shrub,Pan,White,Hymenoptera,Sphecidae,2
26/04/2013,3,10,Open,Pan,Blue,Diptera,Apioceridae,1
26/04/2013,3,10,Open,Pan,Blue,Diptera,Chloropidae,1
26/04/2013,3,10,Open,Pan,Blue,Diptera,Muscidae,1
26/04/2013,3,10,Open,Pan,Blue,Hemiptera,Geocoridae,1
26/04/2013,3,10,Open,Pan,Blue,Hymenoptera,Megachilidae,1
26/04/2013,3,10,Shrub,Pan,Blue,Coleoptera,Meloidae,1
26/04/2013,3,10,Shrub,Pan,Blue,Hymenoptera,Crabronidae,2
26/04/2013,3,10,Shrub,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,10,Shrub,Pan,Blue,Hymenoptera,Sphecidae,1
26/04/2013,3,11,Open,Pan,Yellow,Coleoptera,Geocoridae,1
26/04/2013,3,11,Open,Pan,Yellow,Coleoptera,Mordellidae,1
26/04/2013,3,11,Open,Pan,Yellow,Diptera,Tachinidae,2
26/04/2013,3,11,Open,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,11,Shrub,Pan,Yellow,Diptera,Tachinidae,2
26/04/2013,3,11,Shrub,Pan,Yellow,Hemiptera,Rhopalidae,2
26/04/2013,3,11,Shrub,Pan,Yellow,Hymenoptera,Andrenidae,1
26/04/2013,3,11,Shrub,Pan,Yellow,Hymenoptera,Crabronidae,1
26/04/2013,3,11,Shrub,Pan,Yellow,Hymenoptera,Formicidae,2
26/04/2013,3,11,Shrub,Pan,Yellow,Hymenoptera,Sphecidae,1
26/04/2013,3,12,Open,Pan,White,Coleoptera,Meloidae,1
26/04/2013,3,12,Open,Pan,White,Coleoptera,melyridae,2
26/04/2013,3,12,Open,Pan,White,Diptera,Sarcophagidae,1
26/04/2013,3,12,Open,Pan,White,Diptera,Tachinidae,1
26/04/2013,3,12,Open,Pan,White,Hemiptera,Rhopalidae,1
26/04/2013,3,12,Shrub,Pan,White,Diptera,Asilidae,1
26/04/2013,3,12,Shrub,Pan,White,Hymenoptera,Chrysididae,3
26/04/2013,3,12,Shrub,Pan,White,Hymenoptera,Formicidae,2
26/04/2013,3,12,Shrub,Pan,White,Hymenoptera,Halictidae,2
26/04/2013,3,13,Open,Pan,Blue,Coleoptera,Meloidae,1
26/04/2013,3,13,Open,Pan,Blue,Diptera,Tachinidae,2
26/04/2013,3,13,Open,Pan,Blue,Hymenoptera,Andrenidae,1
26/04/2013,3,13,Open,Pan,Blue,Hymenoptera,Crabronidae,2
26/04/2013,3,13,Open,Pan,Blue,Hymenoptera,Formicidae,3
26/04/2013,3,13,Open,Pan,Blue,Hymenoptera,Halictidae,1
26/04/2013,3,13,Shrub,Pan,Blue,Diptera,Anthomyiidae,1
26/04/2013,3,13,Shrub,Pan,Blue,Diptera,Bombyliidae,1
26/04/2013,3,13,Shrub,Pan,Blue,Diptera,Muscidae,4
26/04/2013,3,13,Shrub,Pan,Blue,Diptera,Sarcophagidae,4
26/04/2013,3,13,Shrub,Pan,Blue,Diptera,Tachinidae,1
26/04/2013,3,13,Shrub,Pan,Blue,Hemiptera,Rhopalidae,1
26/04/2013,3,13,Shrub,Pan,Blue,Hymenoptera,Andrenidae,1
26/04/2013,3,13,Shrub,Pan,Blue,Hymenoptera,Crabronidae,3
26/04/2013,3,13,Shrub,Pan,Blue,Hymenoptera,Formicidae,5
26/04/2013,3,13,Shrub,Pan,Blue,Hymenoptera,Halictidae,4
26/04/2013,3,13,Shrub,Pan,Blue,Hymenoptera,megachilidae,1
26/04/2013,3,14,Open,Pan,Yellow,Coleoptera,melyridae,1
